04/04 09:22:00 FINE sim.Admin|Log for simulation 2 started
04/04 09:23:30 FINE agents.DemandAgent|Day 9 :Reporting auction results...CampaignImpl [id=1376998104, reachImps=12500, dayStart=10, dayEnd=14, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=6.721205705544288, advertiser=DummyAdnetwork-2]
04/04 09:23:30 INFO agents.DemandAgent|Day 9 :Notifying new campaign opportunity: CampaignImpl [id=651902749, reachImps=3750, dayStart=11, dayEnd=15, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:23:30 INFO sim.Simulation|***** START OF TIME 9 COMPLETE *****
04/04 09:23:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 651902749 Cmp Bid: 1
04/04 09:23:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 651902749 Cmp Bid: 2600
04/04 09:23:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 651902749 Cmp Bid: 3255
04/04 09:23:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 651902749 Cmp Bid: 1
04/04 09:23:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 651902749 Cmp Bid: 1
04/04 09:23:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 651902749 Cmp Bid: 2746
04/04 09:23:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 651902749 Cmp Bid: 1
04/04 09:23:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from adv1 : UCS Bid: 0.16726735383218042 Cmp ID: 651902749 Cmp Bid: 595906
04/04 09:23:40 INFO sim.Simulation|***** START OF TIME 10 *****
04/04 09:23:40 INFO agents.DemandAgent|Day 10 : Auction pending campaign: CampaignImpl [id=651902749, reachImps=3750, dayStart=11, dayEnd=15, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:23:40 INFO demand.CampaignImpl|Campaign 1760748227 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=3754.0, otherImps=0.0, cost=0.0010915092226891005] Reach 3750 ERR 1.0010254704630537 Budget 2.445 Revenue 2.4475072752821663
04/04 09:23:40 FINE agents.DemandAgent|Day 10 :Reporting auction results...CampaignImpl [id=651902749, reachImps=3750, dayStart=11, dayEnd=15, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=3.7570656677792345, advertiser=DummyAdnetwork-2]
04/04 09:23:40 INFO agents.DemandAgent|Day 10 :Notifying new campaign opportunity: CampaignImpl [id=1414650518, reachImps=6250, dayStart=12, dayEnd=14, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:23:40 INFO sim.Simulation|***** START OF TIME 10 COMPLETE *****
04/04 09:23:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1414650518 Cmp Bid: 1
04/04 09:23:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1414650518 Cmp Bid: 2077
04/04 09:23:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1414650518 Cmp Bid: 2865
04/04 09:23:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1414650518 Cmp Bid: 1
04/04 09:23:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1414650518 Cmp Bid: 1
04/04 09:23:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1414650518 Cmp Bid: 3287
04/04 09:23:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1414650518 Cmp Bid: 1
04/04 09:23:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10468088263108882 Cmp ID: 1414650518 Cmp Bid: 1689050
04/04 09:23:50 INFO sim.Simulation|***** START OF TIME 11 *****
04/04 09:23:50 INFO agents.DemandAgent|Day 11 : Auction pending campaign: CampaignImpl [id=1414650518, reachImps=6250, dayStart=12, dayEnd=14, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:23:50 INFO demand.CampaignImpl|Campaign 262487747 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=12502.0, otherImps=0.0, cost=0.00381683006190554] Reach 12500 ERR 1.0001210724824774 Budget 2.3633315910077957 Revenue 2.3636177254304362
04/04 09:23:50 FINE agents.DemandAgent|Day 11 :Reporting auction results...CampaignImpl [id=1414650518, reachImps=6250, dayStart=12, dayEnd=14, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=3.6456478715222405, advertiser=DummyAdnetwork-2]
04/04 09:23:50 INFO agents.DemandAgent|Day 11 :Notifying new campaign opportunity: CampaignImpl [id=209111725, reachImps=12500, dayStart=13, dayEnd=17, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:23:50 INFO sim.Simulation|***** START OF TIME 11 COMPLETE *****
04/04 09:23:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 209111725 Cmp Bid: 1
04/04 09:23:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 209111725 Cmp Bid: 2050
04/04 09:23:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 209111725 Cmp Bid: 3127
04/04 09:23:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 209111725 Cmp Bid: 1
04/04 09:23:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 209111725 Cmp Bid: 1
04/04 09:23:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 209111725 Cmp Bid: 2074
04/04 09:23:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 209111725 Cmp Bid: 1
04/04 09:23:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from adv1 : UCS Bid: 0.13835704708424623 Cmp ID: 209111725 Cmp Bid: 1990349
04/04 09:24:00 INFO sim.Simulation|***** START OF TIME 12 *****
04/04 09:24:00 INFO agents.DemandAgent|Day 12 : Auction pending campaign: CampaignImpl [id=209111725, reachImps=12500, dayStart=13, dayEnd=17, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:00 INFO demand.CampaignImpl|Campaign 1704258817 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=12505.0, otherImps=0.0, cost=0.0024445231036948705] Reach 12500 ERR 1.0003607980854015 Budget 6.563795369803278 Revenue 6.566163574605669
04/04 09:24:00 FINE agents.DemandAgent|Day 12 :Reporting auction results...CampaignImpl [id=209111725, reachImps=12500, dayStart=13, dayEnd=17, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=2050.0, advertiser=DummyAdnetwork-2]
04/04 09:24:00 INFO agents.DemandAgent|Day 12 :Notifying new campaign opportunity: CampaignImpl [id=929580791, reachImps=6250, dayStart=14, dayEnd=23, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:00 INFO sim.Simulation|***** START OF TIME 12 COMPLETE *****
04/04 09:24:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 929580791 Cmp Bid: 1
04/04 09:24:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 929580791 Cmp Bid: 2287
04/04 09:24:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 929580791 Cmp Bid: 2169
04/04 09:24:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 929580791 Cmp Bid: 1
04/04 09:24:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 929580791 Cmp Bid: 1
04/04 09:24:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 929580791 Cmp Bid: 3262
04/04 09:24:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 929580791 Cmp Bid: 1
04/04 09:24:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1828669380380942 Cmp ID: 929580791 Cmp Bid: 500687
04/04 09:24:10 INFO sim.Simulation|***** START OF TIME 13 *****
04/04 09:24:10 INFO agents.DemandAgent|Day 13 : Auction pending campaign: CampaignImpl [id=929580791, reachImps=6250, dayStart=14, dayEnd=23, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:10 INFO demand.CampaignImpl|Campaign 1437384916 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=6253.0, otherImps=0.0, cost=0.0033874017255895138] Reach 6250 ERR 1.000440654395928 Budget 2460.0 Revenue 2461.0840098139834
04/04 09:24:10 FINE agents.DemandAgent|Day 13 :Reporting auction results...CampaignImpl [id=929580791, reachImps=6250, dayStart=14, dayEnd=23, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2287.0, advertiser=DummyAdnetwork-2]
04/04 09:24:10 INFO agents.DemandAgent|Day 13 :Notifying new campaign opportunity: CampaignImpl [id=492827984, reachImps=12500, dayStart=15, dayEnd=19, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:10 INFO sim.Simulation|***** START OF TIME 13 COMPLETE *****
04/04 09:24:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 492827984 Cmp Bid: 1
04/04 09:24:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 492827984 Cmp Bid: 2475
04/04 09:24:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 492827984 Cmp Bid: 2063
04/04 09:24:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 492827984 Cmp Bid: 1
04/04 09:24:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 492827984 Cmp Bid: 1
04/04 09:24:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 492827984 Cmp Bid: 3048
04/04 09:24:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 492827984 Cmp Bid: 1
04/04 09:24:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17097327460113057 Cmp ID: 492827984 Cmp Bid: 2020573
04/04 09:24:20 INFO sim.Simulation|***** START OF TIME 14 *****
04/04 09:24:20 INFO agents.DemandAgent|Day 14 : Auction pending campaign: CampaignImpl [id=492827984, reachImps=12500, dayStart=15, dayEnd=19, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:20 INFO demand.CampaignImpl|Campaign 147562520 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=519.0, otherImps=0.0, cost=2320.000045070331] Reach 12500 ERR 0.008304446613633328 Budget 2.291 Revenue 0.019025487191833956
04/04 09:24:20 FINE agents.DemandAgent|Day 14 :Reporting auction results...CampaignImpl [id=492827984, reachImps=12500, dayStart=15, dayEnd=19, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2.6235352158388605, advertiser=DummyAdnetwork-2]
04/04 09:24:20 INFO agents.DemandAgent|Day 14 :Notifying new campaign opportunity: CampaignImpl [id=1698663753, reachImps=3750, dayStart=16, dayEnd=18, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:20 INFO sim.Simulation|***** START OF TIME 14 COMPLETE *****
04/04 09:24:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1698663753 Cmp Bid: 1
04/04 09:24:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1698663753 Cmp Bid: 2264
04/04 09:24:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1698663753 Cmp Bid: 2337
04/04 09:24:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1698663753 Cmp Bid: 1
04/04 09:24:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1698663753 Cmp Bid: 1
04/04 09:24:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1698663753 Cmp Bid: 2461
04/04 09:24:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1698663753 Cmp Bid: 1
04/04 09:24:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17369780519423558 Cmp ID: 1698663753 Cmp Bid: 993337
04/04 09:24:30 INFO sim.Simulation|***** START OF TIME 15 *****
04/04 09:24:30 INFO agents.DemandAgent|Day 15 : Auction pending campaign: CampaignImpl [id=1698663753, reachImps=3750, dayStart=16, dayEnd=18, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:30 INFO demand.CampaignImpl|Campaign 1376998104 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 12500 ERR 0.0 Budget 6.721205705544288 Revenue 0.0
04/04 09:24:30 INFO demand.CampaignImpl|Campaign 1414650518 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 6250 ERR 0.0 Budget 3.6456478715222405 Revenue 0.0
04/04 09:24:30 FINE agents.DemandAgent|Day 15 :Reporting auction results...CampaignImpl [id=1698663753, reachImps=3750, dayStart=16, dayEnd=18, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=2.7229054140631375, advertiser=DummyAdnetwork-2]
04/04 09:24:30 INFO agents.DemandAgent|Day 15 :Notifying new campaign opportunity: CampaignImpl [id=1960615773, reachImps=3750, dayStart=17, dayEnd=26, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:30 INFO sim.Simulation|***** START OF TIME 15 COMPLETE *****
04/04 09:24:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1960615773 Cmp Bid: 1
04/04 09:24:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1960615773 Cmp Bid: 2811
04/04 09:24:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1960615773 Cmp Bid: 2216
04/04 09:24:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1960615773 Cmp Bid: 1
04/04 09:24:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1960615773 Cmp Bid: 1
04/04 09:24:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1960615773 Cmp Bid: 2373
04/04 09:24:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1960615773 Cmp Bid: 1
04/04 09:24:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10209846791163088 Cmp ID: 1960615773 Cmp Bid: 299491
04/04 09:24:40 INFO sim.Simulation|***** START OF TIME 16 *****
04/04 09:24:40 INFO agents.DemandAgent|Day 16 : Auction pending campaign: CampaignImpl [id=1960615773, reachImps=3750, dayStart=17, dayEnd=26, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:40 INFO demand.CampaignImpl|Campaign 651902749 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=3758.0, otherImps=0.0, cost=9.274834271220695E-4] Reach 3750 ERR 1.0020851877180321 Budget 3.7570656677792345 Revenue 3.764899854965528
04/04 09:24:40 FINE agents.DemandAgent|Day 16 :Reporting auction results...CampaignImpl [id=1960615773, reachImps=3750, dayStart=17, dayEnd=26, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2373.0, advertiser=DummyAdnetwork-6]
04/04 09:24:40 INFO agents.DemandAgent|Day 16 :Notifying new campaign opportunity: CampaignImpl [id=2005768234, reachImps=6250, dayStart=18, dayEnd=20, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:40 INFO sim.Simulation|***** START OF TIME 16 COMPLETE *****
04/04 09:24:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 2005768234 Cmp Bid: 1
04/04 09:24:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 2005768234 Cmp Bid: 2044
04/04 09:24:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 2005768234 Cmp Bid: 3254
04/04 09:24:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 2005768234 Cmp Bid: 1
04/04 09:24:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 2005768234 Cmp Bid: 1
04/04 09:24:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 2005768234 Cmp Bid: 2500
04/04 09:24:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 2005768234 Cmp Bid: 1
04/04 09:24:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from adv1 : UCS Bid: 0.13494386154405305 Cmp ID: 2005768234 Cmp Bid: 1689050
04/04 09:24:50 INFO sim.Simulation|***** START OF TIME 17 *****
04/04 09:24:50 INFO agents.DemandAgent|Day 17 : Auction pending campaign: CampaignImpl [id=2005768234, reachImps=6250, dayStart=18, dayEnd=20, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:50 INFO demand.CampaignImpl|Campaign 851596766 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=12503.0, otherImps=0.0, cost=0.0036746381137794377] Reach 12500 ERR 1.000201007137223 Budget 2.3850000000000002 Revenue 2.385479402022277
04/04 09:24:50 FINE agents.DemandAgent|Day 17 :Reporting auction results...CampaignImpl [id=2005768234, reachImps=6250, dayStart=18, dayEnd=20, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2.778907677055157, advertiser=DummyAdnetwork-6]
04/04 09:24:50 INFO agents.DemandAgent|Day 17 :Notifying new campaign opportunity: CampaignImpl [id=1261586190, reachImps=6250, dayStart=19, dayEnd=28, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:24:50 INFO sim.Simulation|***** START OF TIME 17 COMPLETE *****
04/04 09:24:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1261586190 Cmp Bid: 1
04/04 09:24:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1261586190 Cmp Bid: 2632
04/04 09:24:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1261586190 Cmp Bid: 3148
04/04 09:24:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1261586190 Cmp Bid: 1
04/04 09:24:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1261586190 Cmp Bid: 1
04/04 09:24:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1261586190 Cmp Bid: 2856
04/04 09:24:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1261586190 Cmp Bid: 1
04/04 09:24:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10874557856965744 Cmp ID: 1261586190 Cmp Bid: 498589
04/04 09:25:00 INFO sim.Simulation|***** START OF TIME 18 *****
04/04 09:25:00 INFO agents.DemandAgent|Day 18 : Auction pending campaign: CampaignImpl [id=1261586190, reachImps=6250, dayStart=19, dayEnd=28, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:00 INFO demand.CampaignImpl|Campaign 209111725 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=12505.0, otherImps=0.0, cost=0.0024837681898084592] Reach 12500 ERR 1.0003607980854015 Budget 2050.0 Revenue 2050.739636075073
04/04 09:25:00 FINE agents.DemandAgent|Day 18 :Reporting auction results...CampaignImpl [id=1261586190, reachImps=6250, dayStart=19, dayEnd=28, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=2.735180452079764, advertiser=DummyAdnetwork-2]
04/04 09:25:00 INFO agents.DemandAgent|Day 18 :Notifying new campaign opportunity: CampaignImpl [id=1185233447, reachImps=12500, dayStart=20, dayEnd=22, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:00 INFO sim.Simulation|***** START OF TIME 18 COMPLETE *****
04/04 09:25:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1185233447 Cmp Bid: 1
04/04 09:25:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1185233447 Cmp Bid: 2153
04/04 09:25:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1185233447 Cmp Bid: 3081
04/04 09:25:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1185233447 Cmp Bid: 1
04/04 09:25:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1185233447 Cmp Bid: 1
04/04 09:25:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1185233447 Cmp Bid: 3053
04/04 09:25:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1185233447 Cmp Bid: 1
04/04 09:25:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from adv1 : UCS Bid: 0.13598430798314637 Cmp ID: 1185233447 Cmp Bid: 3367621
04/04 09:25:10 INFO sim.Simulation|***** START OF TIME 19 *****
04/04 09:25:10 INFO agents.DemandAgent|Day 19 : Auction pending campaign: CampaignImpl [id=1185233447, reachImps=12500, dayStart=20, dayEnd=22, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:10 INFO demand.CampaignImpl|Campaign 1698663753 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=3755.0, otherImps=0.0, cost=5.406806977854955E-4] Reach 3750 ERR 1.0012908329016263 Budget 2.7229054140631375 Revenue 2.7264202299596265
04/04 09:25:10 FINE agents.DemandAgent|Day 19 :Reporting auction results...CampaignImpl [id=1185233447, reachImps=12500, dayStart=20, dayEnd=22, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2153.0, advertiser=DummyAdnetwork-2]
04/04 09:25:10 INFO agents.DemandAgent|Day 19 :Notifying new campaign opportunity: CampaignImpl [id=1317140773, reachImps=6250, dayStart=21, dayEnd=23, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:10 INFO sim.Simulation|***** START OF TIME 19 COMPLETE *****
04/04 09:25:10 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1317140773 Cmp Bid: 1
